name,label,video_lb_id
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_0.mp4,0,249592
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_1.mp4,1,249593
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_2.mp4,2,249594
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_3.mp4,3,249595
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_4.mp4,4,249596
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_5.mp4,5,249597
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_6.mp4,6,249598
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_7.mp4,7,249599
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_8.mp4,8,249600
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_9.mp4,9,249601
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_10.mp4,10,249602
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_11.mp4,11,249603
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_12.mp4,12,249604
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_13.mp4,13,249605
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_13.mp4,13,249606
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_14.mp4,14,249607
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_15.mp4,15,249608
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_15.mp4,15,249609
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_16.mp4,16,249610
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_17.mp4,17,249611
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_18.mp4,18,249612
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_19.mp4,19,249613
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_20.mp4,20,249614
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_21.mp4,21,249615
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_22.mp4,22,249616
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_23.mp4,23,249617
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_24.mp4,24,249618
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_25.mp4,25,249619
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_26.mp4,26,249620
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_27.mp4,27,249621
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_28.mp4,28,249622
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_28.mp4,28,249623
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_29.mp4,29,249624
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_30.mp4,30,249625
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_31.mp4,31,249626
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_32.mp4,32,249627
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_32.mp4,32,249628
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord3_32.mp4,32,249629
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_33.mp4,33,249630
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_34.mp4,34,249631
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_35.mp4,35,249632
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_36.mp4,36,249633
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_37.mp4,37,249634
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_38.mp4,38,249635
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_39.mp4,39,249636
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_40.mp4,40,249637
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_41.mp4,41,249638
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_43.mp4,43,249639
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_45.mp4,45,249640
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_47.mp4,47,249641
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_49.mp4,49,249642
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_51.mp4,51,249643
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_51.mp4,51,249644
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_53.mp4,53,249645
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_55.mp4,55,249646
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_57.mp4,57,249647
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_59.mp4,59,249648
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_60.mp4,60,249649
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_61.mp4,61,249650
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_62.mp4,62,249651
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_63.mp4,63,249652
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_64.mp4,64,249653
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_64.mp4,64,249654
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_65.mp4,65,249655
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_66.mp4,66,249656
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_67.mp4,67,249657
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_67.mp4,67,249658
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_68.mp4,68,249659
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_69.mp4,69,249660
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_70.mp4,70,249661
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_71.mp4,71,249662
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_72.mp4,72,249663
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_73.mp4,73,249664
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_74.mp4,74,249665
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_75.mp4,75,249666
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_76.mp4,76,249667
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_77.mp4,77,249668
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_78.mp4,78,249669
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_79.mp4,79,249670
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_80.mp4,80,249671
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_81.mp4,81,249672
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_82.mp4,82,249673
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_82.mp4,82,249674
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_83.mp4,83,249675
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_84.mp4,84,249676
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_85.mp4,85,249677
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_86.mp4,86,249678
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_87.mp4,87,249679
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord2_87.mp4,87,249680
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_88.mp4,88,249681
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_89.mp4,89,249682
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_90.mp4,90,249683
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_91.mp4,91,249684
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_92.mp4,92,249685
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_93.mp4,93,249686
14_Bao-Nam_1-200_13-14-15_0112___left_device23_signer14_left_ord1_94.mp4,94,249687
