name,label,video_lb_id
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_0.mp4,0,245672
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_1.mp4,1,245673
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_2.mp4,2,245674
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_3.mp4,3,245675
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_4.mp4,4,245676
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_5.mp4,5,245677
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_6.mp4,6,245678
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_7.mp4,7,245679
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_8.mp4,8,245680
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_9.mp4,9,245681
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_10.mp4,10,245682
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_11.mp4,11,245683
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_12.mp4,12,245684
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_13.mp4,13,245685
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_14.mp4,14,245686
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_15.mp4,15,245687
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_16.mp4,16,245688
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_17.mp4,17,245689
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_18.mp4,18,245690
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_19.mp4,19,245691
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_20.mp4,20,245692
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_21.mp4,21,245693
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_22.mp4,22,245694
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_23.mp4,23,245695
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_24.mp4,24,245696
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_25.mp4,25,245697
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_26.mp4,26,245698
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_27.mp4,27,245699
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_28.mp4,28,245700
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_29.mp4,29,245701
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_30.mp4,30,245702
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_31.mp4,31,245703
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_32.mp4,32,245704
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_33.mp4,33,245705
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_34.mp4,34,245706
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_35.mp4,35,245707
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_36.mp4,36,245708
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_37.mp4,37,245709
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_38.mp4,38,245710
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_39.mp4,39,245711
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_40.mp4,40,245712
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_41.mp4,41,245713
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_42.mp4,42,245714
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_43.mp4,43,245715
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_44.mp4,44,245716
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_45.mp4,45,245717
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_46.mp4,46,245718
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_47.mp4,47,245719
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_48.mp4,48,245720
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_49.mp4,49,245721
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_50.mp4,50,245722
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_51.mp4,51,245723
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_52.mp4,52,245724
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_53.mp4,53,245725
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_54.mp4,54,245726
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_55.mp4,55,245727
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_56.mp4,56,245728
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_57.mp4,57,245729
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_58.mp4,58,245730
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_59.mp4,59,245731
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_60.mp4,60,245732
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_61.mp4,61,245733
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_62.mp4,62,245734
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_63.mp4,63,245735
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_64.mp4,64,245736
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_65.mp4,65,245737
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_66.mp4,66,245738
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_67.mp4,67,245739
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord2_67.mp4,67,245740
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_68.mp4,68,245741
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_69.mp4,69,245742
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_70.mp4,70,245743
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_71.mp4,71,245744
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_72.mp4,72,245745
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_73.mp4,73,245746
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_74.mp4,74,245747
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_75.mp4,75,245748
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_76.mp4,76,245749
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_77.mp4,77,245750
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_78.mp4,78,245751
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_79.mp4,79,245752
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_80.mp4,80,245753
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_81.mp4,81,245754
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_82.mp4,82,245755
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_83.mp4,83,245756
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_84.mp4,84,245757
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_85.mp4,85,245758
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_86.mp4,86,245759
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_87.mp4,87,245760
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_88.mp4,88,245761
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_89.mp4,89,245762
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_90.mp4,90,245763
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_91.mp4,91,245764
11_Tue-Minh_1-200_1-2-3_0118___right_device11_signer11_right_ord1_92.mp4,92,245765
